,result,champion,d,f,mainRune,minorRune,kill,death,assist,player
51,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,4,5,6,
52,Victory,Sion,Flash,Teleport,Grasp of the Undying,Inspiration,1,2,2,
53,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,6,3,16,
54,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,10,2,6,
55,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,5,3,3,
56,Defeat,Zoe,Flash,Ignite,Electrocute,Inspiration,5,5,2,
57,Defeat,Aatrox,Flash,Teleport,Conqueror,Resolve,0,3,4,
58,Defeat,Varus,Flash,Cleanse,Hail of Blades,Inspiration,2,6,4,
59,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,7,2,12,
60,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,11,8,11,
61,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,3,5,1,
62,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,9,8,11,
63,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,5,10,10,
64,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,4,5,4,
65,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,13,4,7,
66,Victory,Samira,Flash,Heal,Conqueror,Domination,7,5,13,
67,Victory,Samira,Flash,Heal,Conqueror,Domination,13,1,2,
68,Victory,Jinx,Flash,Heal,Conqueror,Domination,3,3,9,
69,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,0,4,2,
70,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,2,8,2,
71,Defeat,Draven,Flash,Heal,Hail of Blades,Inspiration,7,5,2,
72,Defeat,Samira,Flash,Heal,Conqueror,Domination,6,6,4,
73,Defeat,Irelia,Flash,Teleport,Conqueror,Inspiration,1,11,5,
74,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,1,4,1,
75,Victory,Lucian,Flash,Heal,Press the Attack,Inspiration,9,5,10,
76,Victory,Gwen,Flash,Teleport,Conqueror,Resolve,6,3,3,
77,Defeat,Zoe,Flash,Ignite,Electrocute,Inspiration,3,6,3,
78,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,0,5,4,
79,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,13,1,14,
80,Victory,Samira,Flash,Heal,Conqueror,Domination,13,4,6,
81,Victory,Samira,Flash,Heal,Conqueror,Domination,10,3,10,
82,Defeat,LeBlanc,Flash,Ignite,Electrocute,Inspiration,4,4,3,
83,Defeat,Jayce,Flash,Teleport,Conqueror,Inspiration,0,4,1,
84,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,10,3,8,
85,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,10,6,11,
86,Victory,Senna,Flash,Heal,Glacial Augment,Precision,2,4,15,
87,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,2,6,3,
88,Defeat,Jinx,Flash,Cleanse,Conqueror,Inspiration,6,5,9,
89,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,7,2,12,
90,Defeat,Jinx,Flash,Heal,Conqueror,Domination,4,3,6,
91,Defeat,Samira,Flash,Heal,Conqueror,Domination,7,9,15,
92,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,9,8,5,
93,Victory,Vayne,Flash,Heal,Press the Attack,Domination,15,1,5,
94,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,3,4,3,
95,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,5,5,7,
96,Defeat,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,1,8,0,
97,Victory,Jinx,Flash,Heal,Conqueror,Inspiration,10,5,10,
98,Victory,Kog'Maw,Flash,Cleanse,Hail of Blades,Inspiration,12,7,7,
99,Defeat,Galio,Flash,Teleport,Aftershock,Sorcery,5,7,12,
100,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,3,4,6,
101,Victory,Senna,Flash,Heal,Glacial Augment,Precision,7,2,10,
102,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,2,4,
103,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,1,9,5,
104,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,3,4,6,
105,Victory,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,4,0,1,
106,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,2,3,5,
107,Victory,Rumble,Flash,Smite,Dark Harvest,Sorcery,12,2,10,
108,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,2,4,3,
109,Victory,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,3,0,6,
110,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,18,4,10,
111,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,11,2,4,
112,Defeat,Irelia,Flash,Ignite,Conqueror,Inspiration,6,7,0,
113,Victory,Jinx,Flash,Heal,Conqueror,Domination,10,4,12,
114,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,6,2,
115,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,11,2,13,
116,Victory,Samira,Flash,Cleanse,Conqueror,Domination,6,3,8,
117,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,8,1,3,
118,Defeat,Kog'Maw,Flash,Cleanse,Hail of Blades,Inspiration,2,5,1,
119,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,3,2,4,
120,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,6,4,7,
121,Victory,Zoe,Flash,Ignite,Electrocute,Inspiration,3,0,1,
122,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,8,4,8,
123,Victory,Kog'Maw,Flash,Heal,Hail of Blades,Inspiration,5,1,4,
124,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2,2,3,
125,Victory,Samira,Flash,Cleanse,Conqueror,Domination,3,2,3,
126,Defeat,Tahm Kench,Flash,Ignite,Guardian,Inspiration,0,2,1,
127,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,3,5,6,
128,Defeat,Varus,Flash,Heal,Hail of Blades,Inspiration,9,4,6,
129,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,2,4,3,
130,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,6,1,6,
131,Victory,Ezreal,Flash,Cleanse,Conqueror,Inspiration,9,3,3,
132,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,12,0,2,
133,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,11,0,2,
134,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,6,1,
135,Victory,Thresh,Flash,Ignite,Aftershock,Inspiration,1,2,19,
136,Defeat,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,4,6,7,
137,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9,1,3,
138,Defeat,Varus,Flash,Cleanse,Hail of Blades,Inspiration,2,3,1,
139,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5,3,1,
140,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,7,3,1,
141,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,3,3,4,
142,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9,6,8,
143,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,9,2,8,
144,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,11,0,2,
145,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,2,7,8,
146,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,6,7,
147,Victory,Varus,Flash,Heal,Hail of Blades,Inspiration,22,3,8,
148,Defeat,Senna,Flash,Heal,Glacial Augment,Domination,5,5,12,
149,Defeat,Samira,Flash,Heal,Conqueror,Domination,4,6,1,
150,Defeat,Ezreal,Flash,Heal,Conqueror,Inspiration,1,0,1,
151,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,2,8,3,
152,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,1,4,1,
153,Victory,Senna,Flash,Heal,Glacial Augment,Domination,2,0,8,
154,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,0,2,0,
155,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1,3,0,
156,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,0,4,8,
157,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2,3,0,
158,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,15,5,10,
159,Victory,Orianna,Flash,Teleport,Phase Rush,Inspiration,2,3,6,
160,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,6,2,7,
161,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,4,5,3,
162,Victory,Azir,Flash,Teleport,Arcane Comet,Domination,5,3,9,
163,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9,1,2,
164,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,3,7,2,
165,Defeat,Vayne,Flash,Heal,Press the Attack,Domination,5,4,3,
166,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,15,1,2,
167,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2,8,5,
168,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,0,3,4,
169,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8,1,6,
170,Victory,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,5,0,11,
171,Victory,Draven,Flash,Heal,Hail of Blades,Precision,10,2,6,
172,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,1,1,1,
173,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,2,9,1,
174,Victory,Varus,Flash,Heal,Arcane Comet,Inspiration,4,5,9,
175,Defeat,Draven,Flash,Heal,Hail of Blades,Precision,8,4,9,
176,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,5,0,4,
177,Defeat,Draven,Flash,Exhaust,Hail of Blades,Precision,9,6,4,
178,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,3,4,1,
179,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,2,1,6,
180,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,2,2,
181,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,10,2,12,
182,Defeat,Senna,Flash,Exhaust,Glacial Augment,Precision,5,5,8,
183,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,14,4,7,
184,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5,5,15,
185,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,3,3,4,
186,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,16,4,11,
187,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,13,1,9,
188,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,1,8,0,
189,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9,3,9,
190,Victory,Irelia,Flash,Teleport,Conqueror,Inspiration,6,0,2,
191,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,14,4,8,
192,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,11,1,3,
193,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,3,1,3,
194,Victory,Jinx,Flash,Heal,Conqueror,Domination,2,1,3,
195,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,7,2,2,
196,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,4,1,9,
197,Defeat,Irelia,Flash,Teleport,Conqueror,Inspiration,1,4,0,
198,Victory,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,4,1,5,
199,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,4,2,5,
200,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,8,2,4,
201,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,10,2,2,
202,Remake,Tristana,Flash,Heal,Hail of Blades,Precision,0,0,1,
203,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,2,4,1,
204,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,15,2,10,
205,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,11,0,6,
206,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,1,9,3,
207,Defeat,Varus,Flash,Heal,Lethal Tempo,Inspiration,8,5,8,
208,Victory,Aphelios,Flash,Cleanse,Lethal Tempo,Domination,4,2,7,
209,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,8,3,3,
210,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,4,6,10,
211,Victory,Jayce,Flash,Teleport,Conqueror,Inspiration,9,3,6,
212,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,17,0,13,
213,Victory,Varus,Flash,Cleanse,Arcane Comet,Inspiration,3,1,4,
214,Victory,Draven,Flash,Exhaust,Hail of Blades,Precision,6,4,9,
215,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,1,9,10,
216,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,3,7,
217,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8,5,11,
218,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,2,1,3,
219,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6,1,13,
220,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,6,4,14,
221,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Domination,13,6,20,
222,Victory,Zoe,Flash,Teleport,Unsealed Spellbook,Domination,9,1,3,
223,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,6,4,4,
224,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,3,11,4,
225,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,15,1,9,
226,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,3,6,4,
227,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,5,1,2,
228,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Precision,5,2,3,
229,Defeat,Ezreal,Flash,Cleanse,Conqueror,Sorcery,2,1,0,
230,Defeat,Samira,Flash,Heal,Conqueror,Domination,0,4,0,
231,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,3,0,1,
232,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8,6,7,
233,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,9,3,7,
234,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,5,2,7,
235,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,3,3,1,
236,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,3,4,9,
237,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,4,5,6,
238,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,3,2,4,
239,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,2,6,2,
240,Defeat,Xayah,Flash,Cleanse,Lethal Tempo,Inspiration,3,0,1,
241,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,5,5,0,
242,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5,4,1,
243,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,8,2,8,
244,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Precision,1,5,1,
245,Victory,Tristana,Flash,Cleanse,Hail of Blades,Precision,11,6,10,
246,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,2,10,4,
247,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,4,3,4,
248,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,6,6,5,
249,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9,2,9,
250,Defeat,Rell,Flash,Ignite,Aftershock,Inspiration,3,5,18,
251,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,0,0,0,
252,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,8,5,12,
253,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,5,7,3,
254,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6,3,9,
255,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,2,4,5,
256,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,8,4,6,
257,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,15,2,9,
258,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,6,0,4,
259,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,5,2,13,
260,Defeat,Gnar,Flash,Teleport,Grasp of the Undying,Domination,2,7,6,
261,Defeat,Xayah,Flash,Heal,Lethal Tempo,Inspiration,4,3,3,
262,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,4,2,6,
263,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,1,3,4,
264,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,6,2,3,
265,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,21,3,9,
266,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,3,2,0,
267,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,12,3,3,
268,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,7,6,3,
269,Victory,Kalista,Flash,Cleanse,Hail of Blades,Inspiration,3,2,8,
270,Defeat,Kalista,Flash,Heal,Hail of Blades,Inspiration,11,4,4,
271,Victory,Kalista,Flash,Heal,Hail of Blades,Inspiration,7,2,5,
272,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,3,5,2,
273,Defeat,Gnar,Flash,Teleport,Grasp of the Undying,Domination,1,3,0,
274,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,10,1,6,
275,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,4,2,2,
276,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,6,1,6,
277,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,12,7,10,
278,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,2,2,6,
279,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,12,3,6,
280,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,1,12,0,
281,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,10,7,6,
282,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5,5,9,
283,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,16,3,10,
284,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,6,14,10,
285,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,4,2,9,
286,Defeat,Kalista,Flash,Cleanse,Hail of Blades,Precision,4,5,1,
287,Defeat,Sion,Flash,Teleport,Glacial Augment,Resolve,1,7,4,
288,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,12,2,6,
289,Victory,Kalista,Flash,Cleanse,Hail of Blades,Precision,9,2,4,
290,Victory,Kalista,Flash,Exhaust,Hail of Blades,Precision,11,0,8,
291,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,3,2,1,
292,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,0,3,1,
293,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,7,5,11,
294,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,11,1,4,
295,Defeat,Kalista,Flash,Exhaust,Hail of Blades,Precision,7,3,7,
296,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,5,1,1,
297,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,20,1,5,
298,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Precision,2,4,2,
299,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,6,3,
300,Victory,Tristana,Flash,Cleanse,Hail of Blades,Inspiration,4,3,13,
301,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,9,4,8,
302,Victory,Kalista,Flash,Heal,Hail of Blades,Precision,10,1,5,
303,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,2,4,3,
304,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,2,1,1,
305,Victory,Jinx,Flash,Cleanse,Lethal Tempo,Inspiration,3,3,5,
306,Defeat,Jinx,Flash,Heal,Lethal Tempo,Inspiration,4,6,11,
307,Victory,Jinx,Flash,Heal,Lethal Tempo,Inspiration,9,2,4,
308,Victory,Irelia,Flash,Teleport,Conqueror,Inspiration,14,0,6,
309,Victory,Ezreal,Flash,Cleanse,Conqueror,Sorcery,7,3,9,
310,Victory,Ezreal,Flash,Heal,Conqueror,Sorcery,9,2,6,
311,Defeat,Senna,Flash,Exhaust,Grasp of the Undying,Precision,0,9,12,
312,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,2,4,
313,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,7,7,6,
314,Victory,Aphelios,Flash,Heal,Lethal Tempo,Domination,2,0,2,
315,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,9,1,3,
316,Victory,Vayne,Flash,Heal,Press the Attack,Domination,4,3,6,
317,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,2,3,1,
318,Defeat,Nautilus,Flash,Exhaust,Aftershock,Inspiration,0,5,10,
319,Defeat,Senna,Flash,Heal,Glacial Augment,Precision,2,4,13,
320,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,1,3,1,
321,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,3,9,4,
322,Defeat,Kalista,Flash,Heal,Hail of Blades,Precision,3,6,2,
323,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,2,3,
324,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,5,7,2,
325,Defeat,Aphelios,Flash,Heal,Lethal Tempo,Domination,4,3,5,
326,Defeat,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,0,5,4,
327,Defeat,Aphelios,Flash,Cleanse,Conqueror,Domination,1,6,4,
328,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,6,8,2,
329,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,6,5,3,
330,Victory,Jinx,Flash,Heal,Lethal Tempo,Domination,5,5,4,
331,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,2,6,2,
332,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,5,9,4,
333,Victory,Xayah,Flash,Heal,Lethal Tempo,Inspiration,6,0,12,
334,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,19,4,10,
335,Defeat,Ezreal,Flash,Heal,Conqueror,Sorcery,6,4,3,
336,Defeat,Jinx,Flash,Cleanse,Lethal Tempo,Domination,4,3,6,
337,Victory,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,9,1,6,
338,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,14,4,10,
339,Victory,Senna,Flash,Exhaust,Glacial Augment,Precision,7,4,22,
340,Victory,Kai'Sa,Flash,Heal,Hail of Blades,Inspiration,3,1,5,
341,Defeat,Tristana,Flash,Heal,Hail of Blades,Precision,7,6,4,
342,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,1,0,3,
343,Victory,Tristana,Flash,Heal,Hail of Blades,Precision,14,1,10,
344,Defeat,Jinx,Flash,Heal,Lethal Tempo,Domination,0,5,0,
345,Defeat,Kai'Sa,Flash,Cleanse,Hail of Blades,Inspiration,7,1,7,
346,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Inspiration,6,8,6,
347,Defeat,Aphelios,Flash,Heal,Conqueror,Domination,3,5,5,
348,Defeat,Tristana,Flash,Cleanse,Hail of Blades,Precision,2,5,4,
